Case,C (GPa),dP/dh (N/m),Wp/Wt,hm (um),Pm (N),E* (GPa),sy (GPa)
74,156.06987496286297,185488.96618918458,0.6861083398153782,0.24013864407073265,0.009000014116,109.63,1.115
75,155.61028202649956,184302.1119086497,0.6801321690580331,0.24049319092717947,0.009000027973,109.63,1.115
76,154.79289311140724,181450.9438114071,0.6916556002994777,0.24112710086312847,0.009000011543000001,109.63,1.115
77,147.57737175756947,183308.466430384,0.6841347337627366,0.24695121835963604,0.008999991886,109.63,1.115
80,151.0305761840372,182592.83784797438,0.6814301404601231,0.2441123938278196,0.009000042045,109.63,1.115
81,155.02867340751638,187083.60745729305,0.698802150683549,0.24094342418028936,0.008999993315,109.63,1.115
82,153.81819632182507,184656.12720153516,0.6871190713265146,0.24188982784428778,0.009000008619000001,109.63,1.115
83,154.92286118737837,188037.06248104494,0.6914784323700888,0.2410258949844913,0.009000008456,109.63,1.115
84,158.27233330330986,183543.7117236902,0.6898301598256135,0.2384616717803468,0.00899999304,109.63,1.115
85,158.31569528970633,183132.88874192775,0.6959900991157542,0.23842917100918393,0.009000004988999999,109.63,1.115
86,144.36470965029912,194765.03050873787,0.7152524607398982,0.24968442631150595,0.009000029877999999,109.63,1.115
87,146.09253569058345,181553.7125852176,0.6994960417869693,0.24820336238096127,0.009000017381,109.63,1.115
88,152.93885648839813,183936.05410382486,0.6860041232955467,0.2425841919848261,0.009000006683,109.63,1.115
89,141.95570984737282,194162.10805755772,0.7100757326107467,0.25179389628124715,0.009000015598,109.63,1.115
90,163.42729581149143,179015.9723231062,0.6770418841074742,0.2346711669162117,0.009000032141,109.63,1.115
91,161.15621949228037,182014.19181646788,0.6847270434073148,0.23631886126926058,0.009000027603,109.63,1.115
92,159.79401114858354,180351.28984304637,0.6896429426229477,0.23732348131888473,0.008999987772,109.63,1.115
93,154.82093707261058,194327.90961166288,0.694443835657775,0.24110529286710494,0.009000013905,109.63,1.115
94,156.44637687876715,185796.89874630538,0.6873038542159297,0.23984981426213092,0.009000036749999999,109.63,1.115
95,163.24430982441376,187286.48848259784,0.6881679032252727,0.2348025614458137,0.009000024935,109.63,1.115
96,142.13134620018099,190238.17604821606,0.7062185920192653,0.25163825266264134,0.009000014128,109.63,1.115
97,154.39630241023013,179571.24619459332,0.6876229515076551,0.24143688425886456,0.009000033607,109.63,1.115
98,143.5039253404392,189635.04852919542,0.7029438294067396,0.25043214326168206,0.009000029259999999,109.63,1.115
99,167.29236513453606,180803.94616381536,0.6900190919805014,0.2319445267596275,0.00900003874,109.63,1.115
100,140.77671026395024,186731.68760353143,0.7077969648157082,0.2528456966471091,0.008999988306,109.63,1.115
101,149.98151831756877,185213.1099472955,0.6874610341522674,0.24496438857533887,0.009000023709999999,109.63,1.115
102,147.9951558465196,191323.2935581833,0.6997224299612951,0.24660256861821253,0.009000003787,109.63,1.115
103,147.39672446751806,183602.69262604957,0.7002969723973662,0.24710233241255314,0.008999979537,109.63,1.115
104,158.82360066196466,184876.61876554822,0.6829230857239587,0.2380480699401672,0.009000038492,109.63,1.115
105,158.42015558548303,182877.7674149446,0.692908512037299,0.23835067293833093,0.009000014317,109.63,1.115
106,149.06495043728205,199885.68782384417,0.7394676388858883,0.24571588624367188,0.008999989683,109.63,1.115
108,148.86472239607718,181881.23711107508,0.6929243863597164,0.2458815178554426,0.009000021827,109.63,1.115
109,148.74290261971885,185055.4427479886,0.6923834686515941,0.24598180816171883,0.008999994237999999,109.63,1.115
110,160.1608812691495,185989.7790526404,0.6877414483443307,0.23705175637056677,0.009000006119,109.63,1.115
111,150.78353461600724,181505.4946997806,0.6967659909157032,0.24431169909475825,0.008999998723,109.63,1.115
112,150.76580961557593,186022.1043420678,0.7006819730389805,0.24432627239391705,0.009000014363,109.63,1.115
113,140.70103522596182,190484.5333965856,0.7041941391123703,0.25291392654044015,0.00900000563,109.63,1.115
114,153.60741466330393,182372.2113542875,0.6940232033661059,0.24205528688511363,0.00899997546,109.63,1.115
115,156.4115540403951,185026.26523724783,0.6857355413909062,0.23987656405433985,0.009000040628,109.63,1.115
116,149.27987326261177,191842.38069597117,0.6978600657914725,0.24553936267671062,0.009000020656,109.63,1.115
117,167.4625752183508,184707.9252166783,0.6879400493866962,0.23182691409968936,0.009000061435,109.63,1.115
118,157.7777526623617,191282.80159852473,0.6962015390161432,0.23883554774226937,0.009000024655,109.63,1.115
119,172.7221416863333,185973.1436358574,0.6817023749062464,0.2282694371282786,0.00900002157,109.63,1.115
120,150.78249904761995,185930.21575004834,0.696213096814279,0.24431243494148014,0.008999991126000001,109.63,1.115
121,161.5485264163317,184927.01299275894,0.6811847326742011,0.23603169267917945,0.009000023485,109.63,1.115
122,146.38139432588676,192176.05485390828,0.6991807198501543,0.24795802298256384,0.008999993785999999,109.63,1.115
123,154.83959104165405,187813.02212158882,0.695286962197852,0.24109098331576664,0.009000029898,109.63,1.115
125,146.8001361422063,189178.51570355397,0.6982009170250095,0.2476046306151949,0.009000030542,109.63,1.115
126,163.0536410696713,186147.62838938684,0.6859006812524783,0.23493995598303893,0.00900003643,109.63,1.115
127,156.49073364512634,186386.15882327873,0.6881611005917554,0.2398156590830474,0.009000024706,109.63,1.115
128,151.17575238704268,179253.55559380658,0.6851603913352202,0.24399501732279166,0.009000032007,109.63,1.115
129,149.38779646881522,194342.8806767851,0.6903096307388915,0.24545072417147598,0.00900002585,109.63,1.115
130,152.34478161854008,183979.01713702045,0.6869856874216203,0.24305723121522615,0.009000044883,109.63,1.115
131,149.61564607105961,187535.06608596176,0.696910309004347,0.2452639182456749,0.009000037863,109.63,1.115
132,152.30392077970123,185978.7323092581,0.7016886523138339,0.24308962061591205,0.009000029133,109.63,1.115
133,159.28598984216333,188575.15861619782,0.6885526625599534,0.23770189281286028,0.009000007238,109.63,1.115
134,168.00489707713768,185958.7991827025,0.6794504175088845,0.23145191079308447,0.009000020154,109.63,1.115
135,160.45673486901563,187073.99222954843,0.6906144790013445,0.23683368656995535,0.009000049563,109.63,1.115
136,168.21230627852827,181829.5192549958,0.6769784910367147,0.23130899600571445,0.009000006278000001,109.63,1.115
137,162.1777161982883,190306.28067391878,0.690018735051117,0.23557359543074335,0.009000039202,109.63,1.115
138,155.11042073818385,184062.87683373757,0.6824147250522727,0.24088031772390467,0.009000022736,109.63,1.115
139,151.85190120885764,186109.1332351216,0.6959502976671743,0.2434509782500108,0.009000016004,109.63,1.115
140,170.64842299279707,181676.62188117206,0.6702685394770592,0.2296523065471209,0.00900002887,109.63,1.115
141,161.11978382145494,187102.81746426856,0.6812789254684257,0.23634548952867046,0.009000020685,109.63,1.115
142,154.36835190068953,187264.1653594335,0.6846230122989906,0.2414588556262922,0.009000042152,109.63,1.115
